empleados_id,satisfaccion,evaluacion,numero_proyecto,horas_mensuales,antiguedad_empresa,accidentes,promocionado,departamento,nivel_salario,abandono
2023,0.75,0.7,4,144,4,0,0,tecnico,alto,No
2024,1,0.41,4,174,3,0,0,tecnico,bajo,No
2025,0.24,0.82,5,179,6,0,0,tecnico,intermedio,No
2026,0.84,0.43,6,246,4,0,0,tecnico,intermedio,No
2027,0.56,0.86,4,201,3,1,0,tecnico,intermedio,No
2028,0.92,0.93,4,208,3,0,0,tecnico,intermedio,No
2029,0.61,0.98,3,267,3,0,0,tecnico,bajo,No
2030,0.84,0.77,4,262,4,0,0,tecnico,bajo,No
2031,0.85,0.59,3,235,3,0,0,soporte,bajo,No
2032,0.67,0.57,2,160,4,0,0,soporte,bajo,No
2033,0.54,0.94,4,267,4,0,0,soporte,bajo,No
2034,0.75,0.56,5,175,4,0,0,soporte,bajo,No
2035,0.82,0.79,4,224,2,0,0,soporte,bajo,No
2036,0.76,0.6,4,177,2,0,0,soporte,bajo,No
2037,0.19,0.53,6,191,4,0,0,soporte,bajo,No
2038,0.61,0.41,3,138,3,0,0,soporte,bajo,No
2039,0.51,0.8,3,218,2,1,0,soporte,bajo,No
2040,0.52,0.88,3,179,2,1,0,soporte,bajo,No
2041,0.74,0.58,3,241,3,0,0,soporte,bajo,No
2042,0.98,0.91,4,240,3,0,0,tecnico,bajo,No
2043,0.71,0.92,3,202,4,0,0,tecnico,bajo,No
2044,0.33,0.88,6,260,3,0,0,tecnico,bajo,No
2045,0.98,0.97,3,196,3,0,0,gerencia,bajo,No
2046,0.52,0.59,2,176,3,1,0,IT,bajo,No
2047,0.84,0.65,2,140,3,0,0,IT,bajo,No
2048,0.87,0.5,3,242,2,0,0,IT,bajo,No
2049,0.48,0.85,3,279,4,0,0,IT,bajo,No
2050,0.58,0.55,4,202,3,0,0,IT,intermedio,No
2051,0.58,0.84,5,228,3,0,0,producto,intermedio,No
2052,0.73,0.69,4,171,3,0,0,producto,intermedio,No
2053,0.68,0.54,4,153,3,0,0,producto,intermedio,No
2054,0.41,0.68,3,165,3,1,0,producto,intermedio,No
2055,0.85,0.6,3,182,3,0,0,IT,intermedio,No
2056,0.54,0.7,5,239,5,0,0,laboratorio,intermedio,No
2057,0.81,0.61,5,231,2,0,0,laboratorio,intermedio,No
2058,0.7,0.52,4,255,3,0,0,laboratorio,intermedio,No
2059,0.63,0.66,4,237,2,1,0,laboratorio,intermedio,No
2060,0.68,0.54,3,251,2,0,0,laboratorio,intermedio,No
2061,0.7,0.53,4,178,2,0,0,marketing,intermedio,No
2062,0.82,0.65,4,148,3,0,0,ventas,alto,No
2063,0.72,0.94,4,240,4,0,0,contabilidad,bajo,No
2064,0.77,0.78,3,269,3,0,0,soporte,intermedio,No
2065,0.86,0.91,4,147,3,0,0,tecnico,intermedio,No
2066,0.15,0.97,3,198,5,0,0,gerencia,intermedio,No
2067,0.81,0.99,5,143,3,0,0,marketing,intermedio,No
2068,0.93,0.98,3,238,2,0,0,marketing,bajo,No
2069,0.62,0.74,4,213,4,0,0,marketing,bajo,No
2070,0.53,0.81,3,226,3,1,0,ventas,bajo,No
2071,0.86,0.99,3,169,2,1,0,ventas,bajo,No
2072,0.92,0.65,4,238,2,0,0,ventas,bajo,No
2073,0.97,0.83,4,202,3,0,0,ventas,bajo,No
2074,0.39,0.78,2,205,6,1,0,ventas,bajo,No
2075,0.45,0.66,3,111,4,0,0,ventas,bajo,No
2076,0.41,0.47,4,104,3,0,0,ventas,bajo,No
2077,0.51,0.69,3,212,3,0,0,ventas,bajo,No
2078,0.74,0.62,4,236,4,0,0,ventas,bajo,No
2079,0.69,0.57,5,245,2,1,0,ventas,bajo,No
2080,0.84,0.64,4,267,4,0,0,ventas,bajo,No
2081,0.69,0.66,5,106,5,0,0,ventas,bajo,No
2082,0.93,0.53,5,198,3,0,0,ventas,bajo,No
2083,0.33,0.45,6,239,3,0,0,ventas,bajo,No
2084,0.25,0.65,5,220,3,0,0,ventas,bajo,No
2085,0.63,0.59,5,224,3,0,0,ventas,bajo,No
2086,0.81,0.62,3,100,3,0,0,ventas,bajo,No
2087,0.12,0.87,4,244,5,0,0,ventas,bajo,No
2088,0.52,0.66,4,139,3,0,0,ventas,bajo,No
2089,0.57,0.51,2,152,2,0,0,contabilidad,intermedio,No
2090,0.84,0.58,4,208,3,0,0,contabilidad,intermedio,No
2091,0.6,0.95,5,205,3,0,0,contabilidad,intermedio,No
2092,0.73,0.44,2,194,6,0,0,recursos_humanos,intermedio,No
2093,0.2,0.58,3,209,5,0,0,recursos_humanos,intermedio,No
2094,0.58,0.9,3,212,3,0,0,recursos_humanos,intermedio,No
2095,0.48,0.56,2,151,3,0,0,recursos_humanos,intermedio,No
2096,0.54,0.67,4,282,6,0,0,tecnico,intermedio,No
2097,0.86,1,4,256,3,0,0,tecnico,intermedio,No
2098,0.94,0.83,2,185,3,1,0,tecnico,intermedio,No
2099,0.76,0.74,5,132,3,0,0,tecnico,intermedio,No
2100,0.61,0.95,5,233,3,0,0,tecnico,intermedio,No
2101,0.56,0.94,4,215,2,0,0,tecnico,alto,No
2102,1,0.74,3,220,4,0,0,tecnico,bajo,No
2103,0.15,0.53,6,222,3,0,0,tecnico,intermedio,No
2104,0.19,0.58,5,182,2,0,0,tecnico,intermedio,No
2105,0.17,0.73,5,258,4,0,0,tecnico,intermedio,No
2106,0.71,0.57,3,209,2,0,0,tecnico,intermedio,No
2107,0.86,0.79,3,242,2,0,0,soporte,bajo,No
2108,0.59,0.88,4,155,3,1,0,soporte,bajo,No
2109,0.74,0.76,5,104,4,0,0,soporte,bajo,No
2110,0.98,0.92,4,201,3,1,0,soporte,bajo,No
2111,0.93,0.75,5,143,3,0,0,soporte,bajo,No
2112,1,0.92,5,161,3,1,0,soporte,bajo,No
2113,0.59,0.81,4,200,2,0,0,soporte,bajo,No
2114,0.98,0.55,4,255,2,0,0,soporte,bajo,No
2115,0.35,0.5,5,227,2,0,0,soporte,bajo,No
2116,0.42,0.96,3,270,6,0,0,soporte,bajo,No
2117,0.61,0.85,5,230,3,0,0,soporte,bajo,No
2118,0.78,0.72,5,270,3,1,0,tecnico,bajo,No
2119,0.93,0.52,4,200,3,0,0,tecnico,bajo,No
2120,0.5,0.95,5,207,3,0,0,tecnico,bajo,No
2121,0.67,0.51,5,182,3,0,0,gerencia,bajo,No
2122,0.75,0.85,4,234,3,0,0,IT,bajo,No
2123,0.79,0.51,4,237,2,0,0,IT,bajo,No
2124,0.84,0.89,4,187,2,1,0,IT,bajo,No
2125,0.72,0.5,3,257,6,0,0,IT,bajo,No
2126,0.57,0.48,2,194,2,0,0,IT,bajo,No
2127,0.73,0.52,4,162,3,0,0,producto,bajo,No
2128,0.74,0.58,4,148,2,0,0,producto,intermedio,No
2129,0.52,0.83,4,210,2,0,0,producto,intermedio,No
2130,0.56,0.76,3,213,2,1,0,producto,intermedio,No
2131,0.76,0.68,4,189,2,1,0,IT,intermedio,No
2132,0.82,0.93,4,185,2,0,0,laboratorio,intermedio,No
2133,0.76,0.83,3,186,2,1,0,laboratorio,intermedio,No
2134,0.62,0.59,3,128,3,0,0,laboratorio,intermedio,No
2135,0.48,0.8,4,268,3,0,0,laboratorio,intermedio,No
2136,0.64,0.77,3,213,3,1,0,laboratorio,intermedio,No
2137,0.74,0.82,4,142,2,0,0,marketing,intermedio,No
2138,0.52,0.43,2,199,2,0,0,ventas,intermedio,No
2139,0.67,0.5,4,157,2,0,0,contabilidad,intermedio,No
2140,0.71,0.76,5,172,2,1,0,soporte,alto,No
2141,0.72,0.63,3,176,3,1,0,tecnico,bajo,No
2142,0.33,0.58,2,183,2,0,0,gerencia,intermedio,No
2143,0.91,0.56,4,270,2,0,0,marketing,intermedio,No
2144,0.88,0.68,5,157,4,1,0,marketing,intermedio,No
2145,0.96,0.6,4,185,3,0,0,marketing,intermedio,No
2146,0.97,0.68,3,167,3,0,0,ventas,bajo,No
2147,0.27,0.59,5,226,5,0,0,ventas,bajo,No
2148,0.65,0.64,3,223,4,0,0,ventas,bajo,No
2149,0.68,0.73,3,257,3,0,0,ventas,bajo,No
2150,0.68,0.46,4,143,3,0,0,ventas,bajo,No
2151,0.69,0.74,3,215,2,0,0,ventas,bajo,No
2152,0.79,0.99,3,194,4,0,0,ventas,bajo,No
2153,0.74,0.92,5,193,3,0,0,ventas,bajo,No
2154,0.8,0.83,3,163,3,0,0,ventas,bajo,No
2155,0.38,0.94,5,252,5,0,0,ventas,bajo,No
2156,0.26,0.83,3,168,3,0,0,ventas,bajo,No
2157,0.81,0.86,3,231,3,0,0,ventas,bajo,No
2158,0.67,0.54,2,141,2,0,0,ventas,bajo,No
2159,0.55,0.81,4,260,2,0,0,ventas,bajo,No
2160,0.87,0.71,3,132,2,0,0,ventas,bajo,No
2161,0.46,0.69,2,159,2,0,0,ventas,bajo,No
2162,0.63,0.57,4,177,3,1,0,ventas,bajo,No
2163,0.54,0.96,4,248,3,0,0,ventas,bajo,No
2164,1,0.49,3,185,2,0,0,ventas,bajo,No
2165,0.97,0.66,4,149,2,0,0,contabilidad,bajo,No
2166,0.9,0.92,3,152,3,0,0,contabilidad,bajo,No
2167,0.75,0.7,3,129,3,0,0,contabilidad,intermedio,No
2168,0.92,0.84,4,208,2,0,0,recursos_humanos,intermedio,No
2169,0.8,0.94,4,136,2,0,0,recursos_humanos,intermedio,No
2170,0.57,0.81,3,142,2,0,0,recursos_humanos,intermedio,No
2171,0.81,0.94,3,225,4,0,0,recursos_humanos,intermedio,No
2172,0.64,0.6,3,143,3,0,0,tecnico,intermedio,No
2173,0.71,0.54,4,215,3,0,0,tecnico,intermedio,No
2174,0.35,0.58,3,229,6,1,0,tecnico,intermedio,No
2175,0.88,0.81,5,193,5,0,0,tecnico,intermedio,No
2176,0.13,0.59,5,160,5,0,0,tecnico,intermedio,No
2177,0.82,0.73,4,195,5,1,0,tecnico,intermedio,No
2178,0.17,0.92,4,189,2,0,0,tecnico,intermedio,No
2179,0.21,0.82,4,207,5,0,0,tecnico,alto,No
2180,0.89,0.47,4,108,3,0,0,tecnico,bajo,No
2181,0.2,0.72,6,224,4,0,0,tecnico,intermedio,No
2182,0.99,0.81,5,180,3,1,0,tecnico,intermedio,No
2183,0.26,0.85,6,152,4,0,0,soporte,intermedio,No
2184,0.22,0.53,4,244,2,0,0,soporte,intermedio,No
2185,0.79,0.84,3,176,3,0,0,soporte,bajo,No
2186,0.73,0.79,4,145,2,1,0,soporte,bajo,No
2187,0.83,0.54,3,149,3,0,0,soporte,bajo,No
2188,0.42,0.54,3,122,4,0,0,soporte,bajo,No
2189,0.18,0.8,2,110,5,0,0,soporte,bajo,No
2190,0.92,0.91,4,222,2,0,0,soporte,bajo,No
2191,0.87,0.52,3,237,3,0,0,soporte,bajo,No
2192,0.72,0.65,4,224,3,0,0,soporte,bajo,No
2193,0.64,0.58,5,115,5,0,0,soporte,bajo,No
2194,1,0.66,4,180,3,0,0,tecnico,bajo,No
2195,0.83,0.65,4,162,3,0,0,tecnico,bajo,No
2196,0.98,0.58,4,136,3,0,0,tecnico,bajo,No
2197,0.7,0.87,3,260,2,0,0,gerencia,bajo,No
2198,0.9,0.79,4,150,2,0,0,IT,bajo,No
2199,0.55,0.99,4,248,3,0,0,IT,bajo,No
2200,0.78,0.84,3,233,3,1,0,IT,bajo,No
2201,0.89,0.53,5,272,3,0,0,IT,bajo,No
2202,0.17,0.59,3,197,5,0,0,IT,bajo,No
2203,0.14,0.64,5,164,5,0,0,producto,bajo,No
2204,0.85,0.57,4,216,2,0,0,producto,bajo,No
2205,0.84,0.79,4,266,3,1,0,producto,bajo,No
2206,0.7,0.69,3,102,4,1,0,producto,intermedio,No
2207,0.16,0.98,5,284,5,0,0,IT,intermedio,No
2208,0.51,0.69,3,145,2,1,0,laboratorio,intermedio,No
2209,0.6,0.89,3,167,4,0,0,laboratorio,intermedio,No
2210,0.5,0.63,3,172,2,0,0,laboratorio,intermedio,No
2211,0.43,0.39,5,198,5,0,0,laboratorio,intermedio,No
2212,0.5,0.7,4,201,4,0,0,laboratorio,intermedio,No
2213,0.91,0.89,4,197,4,0,0,marketing,intermedio,No
2214,0.65,0.93,4,270,2,0,0,ventas,intermedio,No
2215,0.59,0.52,2,149,3,0,0,contabilidad,intermedio,No
2216,0.89,0.56,3,256,3,0,0,soporte,intermedio,No
2217,0.97,0.6,3,162,3,0,0,tecnico,intermedio,No
2218,0.56,0.97,5,163,2,0,0,gerencia,alto,No
2219,0.76,0.93,3,266,3,1,0,marketing,bajo,No
2220,0.28,0.55,4,208,4,0,0,marketing,intermedio,No
2221,0.75,0.51,4,138,4,0,0,marketing,intermedio,No
2222,0.78,0.81,4,232,3,0,0,ventas,intermedio,No
2223,0.26,0.63,6,100,4,0,0,ventas,intermedio,No
2224,0.53,0.72,2,172,5,0,0,ventas,bajo,No
2225,0.25,0.41,3,133,6,1,0,ventas,bajo,No
2226,0.82,0.51,3,234,3,0,0,ventas,bajo,No
2227,0.71,0.57,2,183,4,0,0,ventas,bajo,No
2228,0.61,0.95,4,174,4,0,0,ventas,bajo,No
2229,0.89,0.68,3,175,2,0,0,ventas,bajo,No
2230,0.57,0.78,3,109,3,1,0,ventas,bajo,No
2231,0.93,0.8,4,248,3,0,0,ventas,bajo,No
2232,0.61,0.84,5,104,4,0,0,ventas,bajo,No
2233,0.56,0.62,3,154,2,0,0,ventas,bajo,No
2234,0.7,0.89,6,214,2,0,0,ventas,bajo,No
2235,0.9,0.64,4,209,4,0,0,ventas,bajo,No
2236,0.15,0.74,6,212,2,0,0,ventas,bajo,No
2237,0.39,0.36,3,168,3,1,0,ventas,bajo,No
2238,0.74,0.72,4,176,3,0,0,ventas,bajo,No
2239,0.7,0.61,4,163,4,1,0,ventas,bajo,No
2240,0.72,0.93,4,148,2,0,0,ventas,bajo,No
2241,0.61,0.97,3,137,3,0,0,contabilidad,bajo,No
2242,0.96,1,5,162,3,0,0,contabilidad,bajo,No
2243,0.7,0.59,4,216,3,0,0,contabilidad,bajo,No
2244,0.92,0.49,3,240,2,0,0,recursos_humanos,bajo,No
2245,0.72,0.56,4,176,2,0,0,recursos_humanos,intermedio,No
2246,0.53,0.75,6,192,6,0,0,recursos_humanos,intermedio,No
2247,0.67,0.85,3,160,4,0,0,recursos_humanos,intermedio,No
2248,0.78,0.8,4,194,2,1,0,tecnico,intermedio,No
2249,0.53,0.75,4,239,2,1,0,tecnico,intermedio,No
2250,0.9,0.48,4,204,3,0,0,tecnico,intermedio,No
2251,0.16,0.9,5,258,3,0,0,tecnico,intermedio,No
2252,0.62,0.38,3,257,3,0,0,tecnico,intermedio,No
2253,0.62,0.98,4,137,3,0,0,tecnico,intermedio,No
2254,0.22,0.52,6,175,4,0,0,tecnico,intermedio,No
2255,0.91,0.82,3,183,3,0,0,tecnico,intermedio,No
2256,0.87,0.74,4,190,4,0,0,tecnico,intermedio,No
2257,0.95,0.69,3,225,2,0,0,tecnico,alto,No
2258,0.99,0.75,3,215,3,0,0,tecnico,bajo,No
2259,0.99,0.57,3,176,4,1,0,soporte,intermedio,No
2260,0.77,0.99,4,153,3,1,0,soporte,intermedio,No
2261,0.75,0.68,3,150,2,1,0,soporte,intermedio,No
2262,0.83,0.54,4,259,5,0,0,soporte,intermedio,No
2263,0.61,0.39,3,99,2,0,0,soporte,bajo,No
2264,0.91,0.97,3,167,2,0,0,soporte,bajo,No
2265,0.47,0.64,3,192,3,0,0,soporte,bajo,No
2266,0.77,0.61,5,146,3,0,0,soporte,bajo,No
2267,0.55,0.51,3,190,3,0,0,soporte,bajo,No
2268,0.32,0.48,5,246,3,0,0,soporte,bajo,No
2269,0.96,0.67,6,190,3,0,0,soporte,bajo,No
2270,0.72,0.79,5,260,2,0,0,tecnico,bajo,No
2271,0.8,0.9,4,136,3,0,0,tecnico,bajo,No
2272,0.61,0.55,4,231,3,0,0,tecnico,bajo,No
2273,0.97,0.88,3,204,2,0,0,gerencia,bajo,No
2274,0.63,0.93,4,201,3,0,0,IT,bajo,No
2275,0.92,0.92,3,159,3,0,0,IT,bajo,No
2276,0.94,0.74,5,171,3,0,0,IT,bajo,No
2277,0.79,0.72,6,240,4,0,0,IT,bajo,No
2278,0.75,0.73,2,152,4,0,0,IT,bajo,No
2279,0.78,0.99,3,151,3,1,0,producto,bajo,No
2280,0.96,0.45,6,232,2,1,0,producto,bajo,No
2281,0.65,0.68,4,128,5,0,0,producto,bajo,No
2282,0.18,0.94,3,187,6,1,0,producto,bajo,No
2283,0.94,0.51,3,160,2,0,0,IT,bajo,No
2284,0.84,0.79,4,259,3,0,0,laboratorio,intermedio,No
2285,0.67,0.54,2,136,2,0,0,laboratorio,intermedio,No
2286,0.71,0.5,4,253,3,0,0,laboratorio,intermedio,No
2287,0.56,0.64,3,260,3,0,0,laboratorio,intermedio,No
2288,0.29,0.56,5,231,6,0,0,laboratorio,intermedio,No
2289,0.47,0.9,3,101,2,1,0,marketing,intermedio,No
2290,0.4,0.69,2,174,3,0,0,ventas,intermedio,No
2291,0.81,0.82,4,167,2,0,0,contabilidad,intermedio,No
2292,0.96,0.99,3,148,3,0,0,soporte,intermedio,No
2293,0.99,0.75,6,139,5,1,0,tecnico,intermedio,No
2294,0.75,0.77,4,136,3,0,0,gerencia,intermedio,No
2295,0.75,0.74,4,153,2,0,0,marketing,intermedio,No
2296,1,0.86,4,161,2,0,0,marketing,alto,No
2297,0.52,0.53,2,163,2,0,0,marketing,bajo,No
2298,0.98,0.74,3,164,3,0,0,ventas,intermedio,No
2299,0.6,0.64,2,137,5,0,0,ventas,intermedio,No
2300,0.38,0.44,3,137,3,0,0,ventas,intermedio,No
2301,0.51,0.41,6,106,5,0,0,ventas,intermedio,No
2302,0.91,0.61,2,272,2,0,0,ventas,bajo,No
2303,0.56,0.62,5,238,3,0,0,ventas,bajo,No
2304,0.58,0.69,4,223,4,0,0,ventas,bajo,No
2305,0.51,0.53,3,201,2,0,0,ventas,bajo,No
2306,0.91,0.55,6,97,4,0,0,ventas,bajo,No
2307,0.8,0.98,2,232,6,1,0,ventas,bajo,No
2308,0.55,0.83,4,199,3,0,0,ventas,bajo,No
2309,0.62,0.53,3,141,3,0,0,ventas,bajo,No
2310,0.62,0.6,3,171,2,0,0,ventas,bajo,No
2311,0.87,0.58,4,212,3,0,0,ventas,bajo,No
2312,0.65,0.5,5,270,2,0,0,ventas,bajo,No
2313,0.51,0.64,3,267,2,0,0,ventas,bajo,No
2314,0.98,0.77,3,134,2,1,0,ventas,bajo,No
2315,0.13,0.43,4,165,5,0,0,ventas,bajo,No
2316,0.78,0.76,5,168,4,1,0,ventas,bajo,No
2317,0.6,0.98,3,262,2,0,0,contabilidad,bajo,No
2318,0.68,0.69,3,185,2,0,0,contabilidad,bajo,No
2319,0.55,0.84,3,237,3,0,0,contabilidad,bajo,No
2320,0.99,0.79,4,192,3,0,0,recursos_humanos,bajo,No
2321,0.92,0.68,5,236,2,0,0,recursos_humanos,bajo,No
2322,1,0.65,4,202,4,1,0,recursos_humanos,bajo,No
2323,0.77,0.93,4,171,2,0,0,recursos_humanos,intermedio,No
2324,0.86,0.7,5,160,3,0,0,tecnico,intermedio,No
2325,0.89,0.84,2,252,3,0,0,tecnico,intermedio,No
2326,0.58,0.55,5,206,3,0,0,tecnico,intermedio,No
2327,0.56,0.66,3,212,2,0,0,tecnico,intermedio,No
2328,0.38,0.64,3,111,3,0,0,tecnico,intermedio,No
2329,0.62,0.64,3,240,2,0,0,tecnico,intermedio,No
2330,0.66,0.77,2,171,2,0,0,tecnico,intermedio,No
2331,0.3,0.44,3,129,2,0,0,tecnico,intermedio,No
2332,0.82,0.83,3,271,2,0,0,tecnico,intermedio,No
2333,0.96,0.68,4,162,2,0,0,tecnico,intermedio,No
2334,0.66,0.95,3,191,3,0,0,tecnico,intermedio,No
2335,0.79,0.5,5,176,3,0,0,soporte,alto,No
2336,0.97,0.77,3,182,2,1,0,soporte,bajo,No
2337,0.59,0.65,3,226,3,0,0,soporte,intermedio,No
2338,0.57,0.48,4,161,3,0,0,soporte,intermedio,No
2339,0.64,0.53,4,163,3,0,0,soporte,intermedio,No
2340,0.14,0.51,5,173,4,0,0,soporte,intermedio,No
2341,0.48,0.55,3,228,2,0,0,soporte,bajo,No
2342,0.78,1,3,139,3,0,0,soporte,bajo,No
2343,0.96,0.62,5,128,5,0,0,soporte,bajo,No
2344,0.82,0.97,3,115,2,1,0,soporte,bajo,No
2345,0.94,0.9,5,191,4,0,0,soporte,bajo,No
2346,0.95,0.66,4,183,3,0,0,tecnico,bajo,No
2347,0.59,0.43,3,173,3,0,0,tecnico,bajo,No
2348,0.69,0.89,4,174,2,0,0,tecnico,bajo,No
2349,0.74,0.72,3,213,3,0,0,gerencia,bajo,No
2350,0.67,0.67,4,192,4,0,0,IT,bajo,No
2351,0.83,0.52,3,167,2,1,0,IT,bajo,No
2352,0.81,0.85,3,263,3,1,0,IT,bajo,No
2353,0.54,0.73,2,100,3,0,0,IT,bajo,No
2354,0.89,0.83,3,164,3,0,0,IT,bajo,No
2355,0.79,0.74,5,172,2,0,0,producto,bajo,No
2356,0.46,0.58,4,171,3,0,0,producto,bajo,No
2357,0.99,0.93,4,236,3,0,0,producto,bajo,No
2358,0.75,0.9,5,186,4,0,0,producto,bajo,No
2359,0.93,0.82,4,175,3,0,0,IT,bajo,No
2360,0.65,0.6,5,227,3,0,0,laboratorio,bajo,No
2361,0.19,0.63,4,142,6,0,0,laboratorio,bajo,No
2362,0.48,0.61,2,121,2,0,0,laboratorio,intermedio,No
2363,0.95,0.64,5,234,3,0,0,laboratorio,intermedio,No
2364,0.92,0.77,4,185,3,0,0,laboratorio,intermedio,No
2365,0.84,0.54,4,160,3,0,0,marketing,intermedio,No
2366,0.37,0.63,4,153,3,1,0,ventas,intermedio,No
2367,0.22,0.74,3,199,6,0,0,contabilidad,intermedio,No
2368,0.64,0.54,3,166,2,0,0,soporte,intermedio,No
2369,0.72,0.88,2,247,3,0,0,tecnico,intermedio,No
2370,0.48,0.69,4,245,3,0,0,gerencia,intermedio,No
2371,0.12,0.55,5,242,4,0,0,marketing,intermedio,No
2372,0.78,0.98,5,158,2,0,0,marketing,intermedio,No
2373,0.71,0.74,3,163,3,1,0,marketing,intermedio,No
2374,0.38,0.69,3,99,3,1,0,ventas,alto,No
2375,0.57,0.85,4,164,3,0,0,ventas,bajo,No
2376,0.72,0.51,3,160,3,0,0,ventas,intermedio,No
2377,0.6,0.57,2,184,3,0,0,ventas,intermedio,No
2378,0.61,0.55,5,266,2,0,0,ventas,intermedio,No
2379,0.67,0.64,4,190,2,0,0,ventas,intermedio,No
2380,0.97,0.97,5,192,2,0,0,ventas,bajo,No
2381,0.22,0.6,3,205,6,1,0,ventas,bajo,No
2382,0.15,0.53,4,205,5,1,0,ventas,bajo,No
2383,0.6,0.6,3,258,3,0,0,ventas,bajo,No
2384,0.15,0.8,5,151,2,1,0,ventas,bajo,No
2385,0.5,0.81,3,148,2,0,0,ventas,bajo,No
2386,0.9,0.67,3,179,2,0,0,ventas,bajo,No
2387,0.84,0.51,6,141,2,1,0,ventas,bajo,No
2388,0.74,0.78,5,216,2,0,0,ventas,bajo,No
2389,0.72,0.51,3,235,2,0,0,ventas,bajo,No
2390,0.93,0.63,3,160,4,1,0,ventas,bajo,No
2391,0.54,0.69,3,141,4,0,0,ventas,bajo,No
2392,0.87,0.65,4,246,2,1,0,ventas,bajo,No
2393,0.19,0.98,5,226,4,1,0,contabilidad,bajo,No
2394,0.33,0.4,4,212,2,1,0,contabilidad,bajo,No
2395,0.94,0.93,4,220,3,0,0,contabilidad,bajo,No
2396,0.77,0.49,4,266,2,0,0,recursos_humanos,bajo,No
2397,0.48,0.82,3,183,2,0,0,recursos_humanos,bajo,No
2398,0.7,0.74,5,263,3,1,0,recursos_humanos,bajo,No
2399,0.54,0.93,4,161,4,1,0,recursos_humanos,bajo,No
2400,0.61,0.98,4,199,2,0,0,tecnico,bajo,No
2401,0.97,0.4,4,258,4,1,0,tecnico,intermedio,No
2402,0.6,0.85,3,209,2,1,0,tecnico,intermedio,No
2403,0.93,0.84,5,135,3,0,0,tecnico,intermedio,No
2404,0.48,0.69,4,222,2,0,0,tecnico,intermedio,No
2405,0.16,0.76,5,192,3,0,0,tecnico,intermedio,No
2406,0.18,0.75,3,250,3,0,0,tecnico,intermedio,No
2407,0.84,0.75,3,187,3,1,0,tecnico,intermedio,No
2408,0.69,0.63,4,217,3,0,0,tecnico,intermedio,No
2409,0.22,0.88,4,213,3,1,0,tecnico,intermedio,No
2410,0.83,0.52,4,273,3,0,0,tecnico,intermedio,No
2411,0.58,0.5,2,132,3,0,0,soporte,intermedio,No
2412,0.61,0.62,4,140,3,1,0,soporte,intermedio,No
2413,0.67,0.5,4,173,2,1,0,soporte,alto,No
2414,0.56,0.76,4,189,2,0,0,soporte,bajo,No
2415,0.74,0.74,3,156,3,0,0,soporte,intermedio,No
2416,0.92,0.97,4,238,5,1,0,soporte,intermedio,No
2417,0.81,0.68,5,230,2,0,0,soporte,intermedio,No
2418,0.48,0.49,4,242,2,1,0,soporte,intermedio,No
2419,0.73,0.72,4,197,3,0,0,soporte,bajo,No
2420,0.97,0.66,6,164,5,0,0,soporte,bajo,No
2421,0.15,0.51,6,248,5,0,0,soporte,bajo,No
2422,0.69,0.76,5,255,6,0,0,tecnico,bajo,No
2423,0.61,0.68,5,225,4,0,0,tecnico,bajo,No
2424,0.86,0.58,3,151,2,0,0,tecnico,bajo,No
2425,0.55,0.88,4,252,3,0,0,gerencia,bajo,No
2426,0.9,0.74,4,206,4,1,0,IT,bajo,No
2427,0.65,0.4,2,141,2,0,0,IT,bajo,No
2428,0.81,0.92,5,259,3,0,0,IT,bajo,No
2429,0.65,0.86,5,250,3,0,0,IT,bajo,No
2430,0.47,0.86,4,169,6,0,0,IT,bajo,No
2431,0.93,0.53,3,200,3,1,0,producto,bajo,No
2432,0.77,0.9,4,104,5,0,0,producto,bajo,No
2433,0.87,0.82,6,176,3,0,0,producto,bajo,No
2434,0.87,0.84,5,137,2,0,0,producto,bajo,No
2435,0.65,0.75,2,151,3,0,0,IT,bajo,No
2436,0.21,0.7,6,130,6,1,0,laboratorio,bajo,No
2437,0.75,0.59,4,199,2,0,0,laboratorio,bajo,No
2438,0.72,0.86,4,191,2,0,0,laboratorio,bajo,No
2439,0.88,0.63,3,273,3,1,0,laboratorio,bajo,No
2440,0.66,0.58,3,205,3,0,0,laboratorio,intermedio,No
2441,0.8,0.75,3,181,3,0,0,marketing,intermedio,No
2442,0.22,0.55,4,261,3,1,0,ventas,intermedio,No
2443,0.92,0.69,3,192,3,0,0,contabilidad,intermedio,No
2444,0.54,0.77,4,271,3,0,0,soporte,intermedio,No
2445,0.91,0.56,4,158,3,0,0,tecnico,intermedio,No
2446,0.77,0.83,4,231,2,0,0,gerencia,intermedio,No
2447,0.61,0.51,3,156,3,1,0,marketing,intermedio,No
2448,0.48,0.9,4,201,4,0,0,marketing,intermedio,No
2449,0.25,0.69,3,187,4,0,0,marketing,intermedio,No
2450,0.91,0.7,3,132,4,0,0,ventas,intermedio,No
2451,0.72,0.58,5,147,3,1,0,ventas,intermedio,No
2452,0.77,0.71,4,223,3,0,0,ventas,alto,No
2453,0.41,0.4,2,194,2,0,0,ventas,bajo,No
2454,0.51,0.49,4,234,2,0,0,ventas,intermedio,No
2455,0.72,0.79,3,149,3,0,0,ventas,intermedio,No
2456,0.47,0.57,3,162,3,1,0,ventas,intermedio,No
2457,0.53,0.67,4,238,2,0,0,ventas,intermedio,No
2458,0.65,0.52,5,149,3,0,0,ventas,bajo,No
2459,0.18,0.75,4,170,5,0,0,ventas,bajo,No
